run_index,sample_index,label,bucket,lambda1,lambda2,phi0,phi1,exact_probability,exact_pred,chip,shots,compile,submitted,task_id,initial_status,result_status,hardware_probability,hardware_pred,probability_delta,counts_00,counts_01,counts_10,counts_11,qasm_path,error
1,308,1,confident,2.8587875366210938,1.2190934419631958,0.891863233953719,0.7394981528917969,0.976621529868752,1,Baihua,1024,True,False,,,,,,,,,,,outputs\quafu_qpp_qnn_batch_dryrun\run_20260630_215107\qasm\01_idx308_y1_confident_215108.qasm,
2,903,1,borderline,1.5532490015029907,0.3666728436946869,0.1883218198423575,-0.1075147329455377,0.4963488776820635,0,Baihua,1024,True,False,,,,,,,,,,,outputs\quafu_qpp_qnn_batch_dryrun\run_20260630_215107\qasm\02_idx903_y1_borderline_215108.qasm,
3,641,1,borderline,5.8799052238464355,0.9524775743484497,2.519912772663877,0.47457368262781546,0.5213464357318841,1,Baihua,1024,True,False,,,,,,,,,,,outputs\quafu_qpp_qnn_batch_dryrun\run_20260630_215107\qasm\03_idx641_y1_borderline_215108.qasm,
4,462,0,confident,0.06929484009742737,0.0,-0.6113659573531768,-0.4718614229796379,0.03406853073407073,0,Baihua,1024,True,False,,,,,,,,,,,outputs\quafu_qpp_qnn_batch_dryrun\run_20260630_215107\qasm\04_idx462_y0_confident_215109.qasm,
5,1408,0,borderline,6.516662120819092,0.21108055114746094,2.863054576364661,-0.2621199559917313,0.5066415227197252,1,Baihua,1024,True,False,,,,,,,,,,,outputs\quafu_qpp_qnn_batch_dryrun\run_20260630_215107\qasm\05_idx1408_y0_borderline_215109.qasm,
6,1264,0,borderline,1.844511866569519,0.4120425581932068,0.34528041007538707,-0.06243284158220582,0.5229010544593687,1,Baihua,1024,True,False,,,,,,,,,,,outputs\quafu_qpp_qnn_batch_dryrun\run_20260630_215107\qasm\06_idx1264_y0_borderline_215109.qasm,
