epoch,loss,train_pr_auc,val_pr_auc
1,0.8399626215298971,0.8726349144350443,0.8985695874687605
2,0.44440917380981976,0.901256500263111,0.9203273688739202
3,0.31105562713411117,0.9299654823069614,0.9365671771660592
4,0.25469470396637917,0.944413534955278,0.952749348892149
5,0.21730751440756851,0.9510562689494492,0.9565312246710124
6,0.20537598989903927,0.9525999943197044,0.957557669030246
7,0.18134821133895052,0.9533752924523435,0.957898193225623
8,0.17876671275330913,0.9538279999560922,0.9583035438985088
9,0.18050380806542105,0.953827842501022,0.9585226496366992
10,0.16622521148787606,0.9541287685435799,0.9587839158710669
11,0.16764121026628548,0.9535047281551194,0.9571656502844087
12,0.16295571811497211,0.9538719878372737,0.9585109218111613
13,0.16043442580848932,0.9542871929225004,0.9589602394962026
14,0.16543269012537268,0.9543326677553438,0.9589865366167482
15,0.15833649577365982,0.9544589841209935,0.9592035851717268
16,0.15832736964027086,0.9546340143923685,0.9596315801818075
17,0.17789028574609095,0.9547743929050785,0.9603902841609263
18,0.15532041372110447,0.9548518553814069,0.9607045106682393
19,0.15519029440151322,0.9548257530445222,0.9607329468370438
20,0.15440188544905847,0.9548327660181348,0.9610770960886671
21,0.1671575658644239,0.9550913706581021,0.9614939428768492
22,0.15726824011653662,0.9551212545037411,0.9616254586097992
23,0.15354970345894495,0.9551497115906838,0.9615972068514983
24,0.15363625116232368,0.9554190127936134,0.961728171573106
25,0.1588115549335877,0.9553298131836298,0.9617006499225154
26,0.15331936741454733,0.9554021948995656,0.9620553647623777
27,0.15085365105834272,0.9555013365915344,0.9619624444747044
28,0.15552499352229965,0.9555737834764846,0.9619094534178518
29,0.14988877572533157,0.9554369855569592,0.9620975548033922
30,0.14871616982337502,0.9556656044673253,0.9617232465415174
31,0.15333208824611372,0.9557108007635249,0.9616890686981414
32,0.1491546274887191,0.9557680980237343,0.9618840374658173
33,0.1529684964981344,0.9557428161642314,0.9619648574995081
34,0.15310651829673183,0.9556961372149,0.961818470208881
35,0.1488682207547956,0.9557151793867317,0.9619292656768862
36,0.15316579594380325,0.9557133877372098,0.9619325673708263
37,0.14705710682190126,0.9557070436035328,0.96206564915456
38,0.14700919710513619,0.9556284981615628,0.9618720710043307
39,0.1486361018485493,0.9557387928139626,0.9619225280614971
