epoch,loss,train_pr_auc,val_pr_auc
1,1.076126025782691,0.8694394793303666,0.887802564997495
2,0.8257187787029479,0.8694394793303666,0.887802564997495
3,0.5490353786283069,0.8694394793303666,0.887802564997495
4,0.38670452104674446,0.8694394793303666,0.887802564997495
5,0.3295209039416578,0.8694394793303666,0.887802564997495
6,0.30276888443364036,0.8694394793303666,0.887802564997495
7,0.2905528795801931,0.8694394793303666,0.887802564997495
8,0.2941153757274151,0.8694394793303666,0.887802564997495
9,0.28528931612769765,0.8694394793303664,0.887802564997495
10,0.28820958857734996,0.8694394793303666,0.887802564997495
11,0.28359049889776444,0.8694394793303666,0.887802564997495
