epoch,loss,train_pr_auc,val_pr_auc
1,0.7756246974070867,0.8694394793303666,0.887802564997495
2,0.47305626339382595,0.8694394793303665,0.887802564997495
3,0.34757685081826317,0.8694394793303665,0.887802564997495
4,0.3064066047469775,0.8694394793303666,0.887802564997495
5,0.29477431087030304,0.8694394793303666,0.887802564997495
6,0.28300173704822856,0.8694394793303666,0.887802564997495
7,0.27560479525062775,0.8694394793303666,0.887802564997495
8,0.27818768016166157,0.8694394793303666,0.887802564997495
9,0.2709166668355465,0.8694394793303665,0.887802564997495
10,0.27327484223577714,0.8694394793303666,0.887802564997495
11,0.2693127646214432,0.8694394793303665,0.887802564997495
