epoch,loss,train_pr_auc,val_pr_auc
1,0.8383530113432143,0.8694394793303666,0.887802564997495
2,0.5163590419623587,0.8694394793303665,0.887802564997495
3,0.3655966776940558,0.8694394793303665,0.887802564997495
4,0.31333300636874306,0.8694394793303666,0.887802564997495
5,0.29768167104985976,0.8694394793303665,0.887802564997495
6,0.2843898865911696,0.8694394793303665,0.887802564997495
7,0.2771197006934219,0.8694394793303665,0.887802564997495
8,0.2724635816282696,0.8694394793303665,0.887802564997495
9,0.27215412590238786,0.8694394793303665,0.887802564997495
10,0.2783365601466762,0.8694394793303666,0.887802564997495
11,0.2702309870057636,0.8694394793303666,0.887802564997495
