epoch,loss,train_pr_auc,val_pr_auc
1,0.8832152750757005,0.8004500713436568,0.8184918605880847
2,0.5145294807023473,0.8466340615454335,0.8640622551156104
3,0.3710145515700181,0.9045153999738419,0.9239772779343003
4,0.29548486901654136,0.9372806974774353,0.9508873109541187
5,0.22827005841665798,0.9502398320036501,0.957346266486324
6,0.20196590386331081,0.9520856878672362,0.9588081140045455
7,0.18441532117625078,0.9532049487640867,0.959764280317474
8,0.17169937698377502,0.9535571938135988,0.9600832920498097
9,0.166837976883269,0.9538742541929875,0.9604121713183251
10,0.16416780340174833,0.9541122038355881,0.960627297101694
11,0.16916064804212916,0.9545198365900096,0.9608764257537161
12,0.1608694511362248,0.9545909336637142,0.9609260282700612
13,0.15908463299274445,0.9547911668986162,0.9610196089970543
14,0.15928254628347027,0.9549493935393262,0.9611023176764796
15,0.15811483696517017,0.9549843440330497,0.9611146906522141
16,0.1624449530823363,0.9550906362337532,0.9611660047571441
17,0.1618762221187353,0.9551826106800164,0.9611676249186079
18,0.15613203081819746,0.9553133816002001,0.9611832380543137
19,0.15433854889124632,0.955301403372776,0.9612543761503156
20,0.1539776519768768,0.9552785048781902,0.961292096353247
21,0.15179226682004002,0.9553424498549713,0.9613997452674664
22,0.1555051226168871,0.9553703874417854,0.9613388307265017
23,0.15723048957685629,0.955409599573563,0.9612610134161238
24,0.15303877285785145,0.955399468206587,0.9612485072325386
25,0.1546363499429491,0.955561758610351,0.9613008981017781
26,0.14958349191066292,0.9555281074757739,0.961498760149055
27,0.15149569345845115,0.9554977120366459,0.9613409761029766
28,0.151905112589399,0.955463596800342,0.9614411513898702
29,0.14828265965398815,0.9555110268555459,0.9615310281729739
30,0.14714458181212345,0.9554539754136946,0.9613843236137809
31,0.14914001214007536,0.9554488171647888,0.9613627139138569
32,0.14779393788841036,0.9555123261293775,0.9614874576397212
33,0.15796379858834875,0.9555542763389742,0.9613347772577288
34,0.14775951931046116,0.9554471670443055,0.9607759943699072
35,0.1589241008170777,0.9554669422747556,0.9608430656771294
36,0.1542422944265935,0.9553892347572546,0.9606928839993691
37,0.14615284519580504,0.9552187150266099,0.9605160518499792
38,0.14640957241257033,0.9551916168452752,0.9604917083194062
39,0.14593108432988325,0.9550732140787265,0.9604320784274858
