epoch,loss,train_pr_auc,val_pr_auc
1,1.0186720854706235,0.8694394793303666,0.887802564997495
2,0.5657681595120165,0.8694394793303665,0.887802564997495
3,0.3671216782596376,0.8694394793303666,0.887802564997495
4,0.31131893396377563,0.8694394793303666,0.887802564997495
5,0.2989272562166055,0.8694394793303666,0.887802564997495
6,0.2820472630361716,0.8694394793303665,0.887802564997495
7,0.2749484320067697,0.8694394793303665,0.887802564997495
8,0.27448276513152653,0.8694394793303665,0.887802564997495
9,0.27534860952032936,0.8694394793303666,0.887802564997495
10,0.2728735858367549,0.8694394793303666,0.887802564997495
11,0.2769921256436242,0.8694394793303666,0.887802564997495
