epoch,loss,train_pr_auc,val_pr_auc
1,1.0582516491413116,0.8694394793303665,0.887802564997495
2,0.862671489516894,0.8694394793303666,0.887802564997495
3,0.5438986619313558,0.8694394793303666,0.887802564997495
4,0.36955272903045017,0.8694394793303666,0.887802564997495
5,0.3124571902056535,0.8694394793303665,0.887802564997495
6,0.31110693845483994,0.8694394793303665,0.887802564997495
7,0.29462316383918125,0.8694394793303664,0.887802564997495
8,0.29370982862181133,0.8694394793303666,0.887802564997495
9,0.2820266155112121,0.8694394793303666,0.887802564997495
10,0.2833046770344178,0.8694394793303666,0.887802564997495
11,0.28908323537972236,0.8694394793303666,0.887802564997495
