epoch,loss,train_pr_auc,val_pr_auc
1,1.1395539475811853,0.8694394793303665,0.887802564997495
2,0.9763506203889847,0.8694394793303666,0.887802564997495
3,0.6769298811753591,0.8694394793303665,0.887802564997495
4,0.4219687340988053,0.8694394793303666,0.887802564997495
5,0.334595194293393,0.8694394793303665,0.887802564997495
6,0.3049750667479303,0.8694394793303665,0.887802564997495
7,0.29436197959714466,0.8694394793303664,0.887802564997495
8,0.28954508403937024,0.8694394793303666,0.887802564997495
9,0.2874888649417294,0.8694394793303664,0.887802564997495
10,0.29234518317712677,0.8694394793303666,0.887802564997495
11,0.28522617742419243,0.8694394793303665,0.887802564997495
