epoch,loss,train_pr_auc,val_pr_auc
1,1.2857894119289186,0.9479682342093012,0.9586520417402451
2,0.8207344230678346,0.9137128079841053,0.9296347938233986
3,0.48358647442526287,0.9068822873006237,0.9246088989677796
4,0.3552820011973381,0.9243685777501733,0.9393837373807173
5,0.2828001802166303,0.9413308315792902,0.9511744161072049
6,0.24451716533965534,0.946658820313875,0.9546196312692906
7,0.2160410781701406,0.9494665908075647,0.9563846306240648
8,0.2012089408106274,0.9506325764243627,0.9572063753541064
9,0.1900911962406503,0.9516393410325407,0.9575952114131545
10,0.18371023879283005,0.952070105113679,0.9578129487226121
11,0.18261092052691513,0.9527504347802273,0.9580832458801887
